listing_id,date,price,availability,hotel_name,city,state,neighbourhood,star_rating,total_rooms,available_rooms,room_type,amenities
HTL10001,2025-12-24,415.99,1,Summit Hotel New York,New York,NY,Downtown,4,101,69,Deluxe,Workspace|Gym|WiFi|Breakfast|Near transit|Parking
HTL10001,2025-12-25,430.96,1,Summit Hotel New York,New York,NY,Downtown,4,101,90,Deluxe,Workspace|Gym|WiFi|Breakfast|Near transit|Parking
HTL10001,2025-12-26,406.35,1,Summit Hotel New York,New York,NY,Downtown,4,101,68,Deluxe,Workspace|Gym|WiFi|Breakfast|Near transit|Parking
HTL10001,2025-12-27,370.22,1,Summit Hotel New York,New York,NY,Downtown,4,101,72,Deluxe,Workspace|Gym|WiFi|Breakfast|Near transit|Parking
HTL10001,2025-12-28,298.63,1,Summit Hotel New York,New York,NY,Downtown,4,101,94,Deluxe,Workspace|Gym|WiFi|Breakfast|Near transit|Parking
HTL10001,2025-12-29,327.66,1,Summit Hotel New York,New York,NY,Downtown,4,101,63,Deluxe,Workspace|Gym|WiFi|Breakfast|Near transit|Parking
HTL10001,2025-12-30,339.7,1,Summit Hotel New York,New York,NY,Downtown,4,101,79,Deluxe,Workspace|Gym|WiFi|Breakfast|Near transit|Parking
HTL10002,2025-12-01,218.21,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,2,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-02,244.5,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,59,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-03,172.11,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,61,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-04,231.66,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,81,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-05,219.07,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,73,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-06,239.19,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,80,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-07,194.96,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,67,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-08,205.82,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,4,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-09,226.48,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,75,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-10,197.16,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,81,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-11,169.56,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,85,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-12,152.18,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,4,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-13,210.11,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,72,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-14,235.5,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,84,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-15,200.85,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,5,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-16,188.58,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,58,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-17,225.95,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,68,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-18,232.15,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,4,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-19,173.02,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,82,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-20,223.53,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,64,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-21,204.33,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,87,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-22,239.83,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,89,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-23,223.4,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,81,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-24,243.03,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,88,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-25,205.97,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,62,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-26,198.32,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,2,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-27,241.43,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,74,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-28,211.23,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,69,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-29,241.09,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,72,Deluxe,Gym|Workspace|Pool
HTL10002,2025-12-30,172.59,1,Skyline Towers San Francisco,San Francisco,CA,Midtown,3,94,69,Deluxe,Gym|Workspace|Pool
HTL10003,2025-12-01,351.34,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,56,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-02,358.49,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,59,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-03,288.12,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,57,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-04,278.13,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,57,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-05,380.32,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,54,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-06,282.31,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,58,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-07,320.72,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,68,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-08,238.14,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,56,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-09,312.82,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,5,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-10,308.83,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,52,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-11,332.22,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,67,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-12,275.5,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,60,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-13,337.81,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,3,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-14,270.56,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,66,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-15,236.28,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,57,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-16,247.36,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,66,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-17,301.21,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,53,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-18,277.07,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,58,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-19,304.48,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,53,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-20,256.28,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,62,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-21,254.34,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,55,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-22,290.96,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,3,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-23,295.46,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,55,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-24,339.23,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,66,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-25,290.82,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,48,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-26,270.75,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,61,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-27,266.85,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,4,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-28,286.14,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,50,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-29,283.6,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,63,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10003,2025-12-30,350.82,1,Harbor View Chicago,Chicago,IL,Riverside,5,79,52,Deluxe,Pool|WiFi|Workspace|Hot tub|Air conditioning|Washer/Dryer
HTL10004,2025-12-01,104.39,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,108,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-02,84.6,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,128,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-03,83.04,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,124,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-04,78.43,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,95,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-05,78.81,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,117,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-06,74.67,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,126,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-07,96.2,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,98,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-08,82.03,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,99,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-09,80.05,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,130,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-10,77.1,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,141,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-11,74.62,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,1,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-12,78.35,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,109,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-13,79.25,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,1,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-14,81.34,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,118,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-15,82.0,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,121,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-16,82.45,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,129,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-17,71.29,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,99,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-18,79.59,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,132,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-19,105.68,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,141,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-20,112.1,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,141,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-21,76.04,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,119,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-22,79.34,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,131,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-23,110.38,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,3,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-24,77.81,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,130,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-25,101.77,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,137,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-26,111.5,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,119,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-27,107.38,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,93,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-28,71.02,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,100,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-29,68.08,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,3,Suite,WiFi|Gym|Kitchen|Pool
HTL10004,2025-12-30,92.59,1,Skyline Towers Miami,Miami,FL,Financial District,5,149,126,Suite,WiFi|Gym|Kitchen|Pool
HTL10005,2025-12-01,280.08,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,99,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-02,215.1,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,87,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-03,286.21,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,92,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-04,264.07,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,82,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-05,288.29,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,92,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-06,224.54,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,101,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-07,245.71,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,92,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-08,338.41,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,88,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-09,257.94,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,89,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-10,260.06,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,70,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-11,257.85,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,73,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-12,272.9,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,99,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-13,346.89,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,80,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-14,263.26,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,77,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-15,267.12,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,93,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-16,271.19,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,69,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-17,252.17,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,92,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-18,329.89,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,66,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-19,288.19,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,78,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-20,243.78,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,5,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-21,329.54,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,89,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-22,355.13,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,91,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-23,266.21,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,3,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-24,248.29,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,84,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-25,304.86,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,67,Suite,Breakfast|Near transit|Pet-friendly
HTL10005,2025-12-26,221.68,1,Royal Suites Chicago,Chicago,IL,Arts Quarter,4,108,85,Suite,Breakfast|Near transit|Pet-friendly
