flight_id,date,airline,origin,origin_city,dest,dest_city,departure_time,arrival_time,duration,stops,flight_class,price,total_seats,available_seats
FLT1000-20251223-4,2025-12-23,American,ORD,Chicago,LAS,Las Vegas,09:43,12:53,218,1,Economy,699.65,220,89
FLT1000-20251224-0,2025-12-24,American,ORD,Chicago,LAS,Las Vegas,14:01,17:25,218,1,Economy,599.32,250,177
FLT1000-20251224-1,2025-12-24,American,ORD,Chicago,LAS,Las Vegas,12:06,15:33,218,1,Economy,700.51,250,190
FLT1000-20251224-2,2025-12-24,American,ORD,Chicago,LAS,Las Vegas,20:03,23:29,218,1,Economy,698.29,220,135
FLT1000-20251224-3,2025-12-24,American,ORD,Chicago,LAS,Las Vegas,17:06,20:04,218,1,Economy,783.09,150,78
FLT1000-20251225-0,2025-12-25,American,ORD,Chicago,LAS,Las Vegas,07:47,10:31,218,1,Economy,859.45,180,108
FLT1000-20251225-1,2025-12-25,American,ORD,Chicago,LAS,Las Vegas,13:40,16:22,218,1,Economy,666.18,250,32
FLT1000-20251225-2,2025-12-25,American,ORD,Chicago,LAS,Las Vegas,11:50,14:08,218,1,Economy,820.4,180,45
FLT1000-20251226-0,2025-12-26,American,ORD,Chicago,LAS,Las Vegas,13:46,16:16,218,1,Economy,702.08,150,119
FLT1000-20251226-1,2025-12-26,American,ORD,Chicago,LAS,Las Vegas,09:17,12:08,218,1,Economy,773.62,220,161
FLT1000-20251226-2,2025-12-26,American,ORD,Chicago,LAS,Las Vegas,09:20,12:08,218,1,Economy,789.14,150,109
FLT1000-20251226-3,2025-12-26,American,ORD,Chicago,LAS,Las Vegas,14:15,17:27,218,1,Economy,915.77,220,139
FLT1000-20251226-4,2025-12-26,American,ORD,Chicago,LAS,Las Vegas,14:00,17:58,218,1,Economy,814.1,220,51
FLT1000-20251227-0,2025-12-27,American,ORD,Chicago,LAS,Las Vegas,13:09,16:56,218,1,Economy,729.66,220,146
FLT1000-20251227-1,2025-12-27,American,ORD,Chicago,LAS,Las Vegas,18:42,21:39,218,1,Economy,652.12,220,4
FLT1000-20251227-2,2025-12-27,American,ORD,Chicago,LAS,Las Vegas,16:12,19:51,218,1,Economy,577.93,150,84
FLT1000-20251227-3,2025-12-27,American,ORD,Chicago,LAS,Las Vegas,08:20,11:54,218,1,Economy,582.09,150,43
FLT1000-20251227-4,2025-12-27,American,ORD,Chicago,LAS,Las Vegas,13:19,16:33,218,1,Economy,678.65,220,87
FLT1000-20251228-0,2025-12-28,American,ORD,Chicago,LAS,Las Vegas,14:51,17:31,218,1,Economy,682.65,180,83
FLT1000-20251228-1,2025-12-28,American,ORD,Chicago,LAS,Las Vegas,11:54,14:50,218,1,Economy,912.33,220,53
FLT1000-20251228-2,2025-12-28,American,ORD,Chicago,LAS,Las Vegas,21:03,00:25,218,1,Economy,593.07,220,99
FLT1000-20251229-0,2025-12-29,American,ORD,Chicago,LAS,Las Vegas,19:35,22:27,218,1,Economy,574.27,220,173
FLT1000-20251229-1,2025-12-29,American,ORD,Chicago,LAS,Las Vegas,08:16,11:33,218,1,Economy,652.66,150,79
FLT1000-20251229-2,2025-12-29,American,ORD,Chicago,LAS,Las Vegas,20:00,23:06,218,1,Economy,584.17,220,65
FLT1000-20251230-0,2025-12-30,American,ORD,Chicago,LAS,Las Vegas,21:05,00:34,218,1,Economy,812.96,180,50
FLT1000-20251230-1,2025-12-30,American,ORD,Chicago,LAS,Las Vegas,07:43,10:41,218,1,Economy,711.01,180,78
FLT1000-20251230-2,2025-12-30,American,ORD,Chicago,LAS,Las Vegas,16:56,19:18,218,1,Economy,895.26,180,132
FLT1000-20251230-3,2025-12-30,American,ORD,Chicago,LAS,Las Vegas,14:32,17:25,218,1,Economy,684.39,180,78
FLT1000-20251230-4,2025-12-30,American,ORD,Chicago,LAS,Las Vegas,14:14,17:33,218,1,Economy,575.59,180,55
FLT1001-20251201-0,2025-12-01,Southwest,LAX,Los Angeles,ORD,Chicago,11:16,18:46,456,0,Economy,603.19,180,104
FLT1001-20251201-1,2025-12-01,Southwest,LAX,Los Angeles,ORD,Chicago,20:34,03:53,456,0,Economy,983.19,220,48
FLT1001-20251201-2,2025-12-01,Southwest,LAX,Los Angeles,ORD,Chicago,20:12,03:06,456,0,Economy,959.04,220,3
FLT1001-20251201-3,2025-12-01,Southwest,LAX,Los Angeles,ORD,Chicago,14:30,21:47,456,0,Economy,845.78,150,46
FLT1001-20251201-4,2025-12-01,Southwest,LAX,Los Angeles,ORD,Chicago,20:37,03:37,456,0,Economy,904.06,180,111
FLT1001-20251202-0,2025-12-02,Southwest,LAX,Los Angeles,ORD,Chicago,22:39,05:31,456,0,Economy,866.93,180,31
FLT1001-20251202-1,2025-12-02,Southwest,LAX,Los Angeles,ORD,Chicago,15:08,22:30,456,0,Economy,618.31,250,6
FLT1001-20251202-2,2025-12-02,Southwest,LAX,Los Angeles,ORD,Chicago,10:10,17:41,456,0,Economy,855.57,250,143
FLT1001-20251203-0,2025-12-03,Southwest,LAX,Los Angeles,ORD,Chicago,10:23,17:20,456,0,Economy,787.17,180,71
FLT1001-20251203-1,2025-12-03,Southwest,LAX,Los Angeles,ORD,Chicago,22:12,05:06,456,0,Economy,779.16,180,32
FLT1001-20251203-2,2025-12-03,Southwest,LAX,Los Angeles,ORD,Chicago,13:17,20:06,456,0,Economy,736.47,150,78
FLT1001-20251204-0,2025-12-04,Southwest,LAX,Los Angeles,ORD,Chicago,15:35,22:44,456,0,Economy,614.32,150,91
FLT1001-20251204-1,2025-12-04,Southwest,LAX,Los Angeles,ORD,Chicago,15:17,22:03,456,0,Economy,671.12,150,103
FLT1001-20251204-2,2025-12-04,Southwest,LAX,Los Angeles,ORD,Chicago,21:27,04:23,456,0,Economy,920.38,220,41
FLT1001-20251205-0,2025-12-05,Southwest,LAX,Los Angeles,ORD,Chicago,09:35,16:58,456,0,Economy,956.74,150,4
FLT1001-20251205-1,2025-12-05,Southwest,LAX,Los Angeles,ORD,Chicago,21:24,04:37,456,0,Economy,995.15,150,102
FLT1001-20251205-2,2025-12-05,Southwest,LAX,Los Angeles,ORD,Chicago,17:03,00:28,456,0,Economy,702.4,150,120
FLT1001-20251206-0,2025-12-06,Southwest,LAX,Los Angeles,ORD,Chicago,10:33,17:13,456,0,Economy,642.75,250,151
FLT1001-20251206-1,2025-12-06,Southwest,LAX,Los Angeles,ORD,Chicago,20:42,03:58,456,0,Economy,962.29,220,38
FLT1001-20251206-2,2025-12-06,Southwest,LAX,Los Angeles,ORD,Chicago,06:39,13:22,456,0,Economy,657.17,250,66
FLT1001-20251206-3,2025-12-06,Southwest,LAX,Los Angeles,ORD,Chicago,20:58,03:44,456,0,Economy,701.29,220,146
FLT1001-20251207-0,2025-12-07,Southwest,LAX,Los Angeles,ORD,Chicago,07:05,14:04,456,0,Economy,740.06,150,6
FLT1001-20251207-1,2025-12-07,Southwest,LAX,Los Angeles,ORD,Chicago,08:31,15:53,456,0,Economy,876.08,180,74
FLT1001-20251208-0,2025-12-08,Southwest,LAX,Los Angeles,ORD,Chicago,15:17,22:52,456,0,Economy,600.31,150,48
FLT1001-20251208-1,2025-12-08,Southwest,LAX,Los Angeles,ORD,Chicago,07:39,14:44,456,0,Economy,890.19,150,119
FLT1001-20251208-2,2025-12-08,Southwest,LAX,Los Angeles,ORD,Chicago,12:17,19:16,456,0,Economy,663.18,150,49
FLT1001-20251209-0,2025-12-09,Southwest,LAX,Los Angeles,ORD,Chicago,14:47,21:07,456,0,Economy,872.84,250,178
FLT1001-20251209-1,2025-12-09,Southwest,LAX,Los Angeles,ORD,Chicago,08:08,15:13,456,0,Economy,792.2,180,110
FLT1001-20251210-0,2025-12-10,Southwest,LAX,Los Angeles,ORD,Chicago,16:41,23:38,456,0,Economy,940.06,220,166
FLT1001-20251210-1,2025-12-10,Southwest,LAX,Los Angeles,ORD,Chicago,08:12,15:29,456,0,Economy,608.33,180,110
FLT1001-20251210-2,2025-12-10,Southwest,LAX,Los Angeles,ORD,Chicago,12:01,19:19,456,0,Economy,807.53,250,117
FLT1001-20251210-3,2025-12-10,Southwest,LAX,Los Angeles,ORD,Chicago,13:06,20:32,456,0,Economy,959.44,250,154
FLT1001-20251211-0,2025-12-11,Southwest,LAX,Los Angeles,ORD,Chicago,08:53,15:16,456,0,Economy,912.15,150,67
FLT1001-20251211-1,2025-12-11,Southwest,LAX,Los Angeles,ORD,Chicago,15:05,22:59,456,0,Economy,743.71,150,49
FLT1001-20251211-2,2025-12-11,Southwest,LAX,Los Angeles,ORD,Chicago,11:47,18:03,456,0,Economy,632.99,180,124
FLT1001-20251212-0,2025-12-12,Southwest,LAX,Los Angeles,ORD,Chicago,21:05,04:46,456,0,Economy,662.88,250,56
FLT1001-20251212-1,2025-12-12,Southwest,LAX,Los Angeles,ORD,Chicago,08:09,15:53,456,0,Economy,972.27,250,52
FLT1001-20251213-0,2025-12-13,Southwest,LAX,Los Angeles,ORD,Chicago,20:57,03:31,456,0,Economy,991.01,180,41
FLT1001-20251213-1,2025-12-13,Southwest,LAX,Los Angeles,ORD,Chicago,20:55,03:47,456,0,Economy,978.67,220,1
FLT1001-20251213-2,2025-12-13,Southwest,LAX,Los Angeles,ORD,Chicago,11:59,18:07,456,0,Economy,794.26,180,2
FLT1001-20251213-3,2025-12-13,Southwest,LAX,Los Angeles,ORD,Chicago,16:17,23:39,456,0,Economy,743.02,220,101
FLT1001-20251214-0,2025-12-14,Southwest,LAX,Los Angeles,ORD,Chicago,15:46,22:16,456,0,Economy,813.04,150,64
FLT1001-20251214-1,2025-12-14,Southwest,LAX,Los Angeles,ORD,Chicago,17:33,00:21,456,0,Economy,677.49,250,5
FLT1001-20251214-2,2025-12-14,Southwest,LAX,Los Angeles,ORD,Chicago,12:03,19:17,456,0,Economy,607.83,250,122
FLT1001-20251214-3,2025-12-14,Southwest,LAX,Los Angeles,ORD,Chicago,06:16,13:59,456,0,Economy,847.69,180,105
FLT1001-20251214-4,2025-12-14,Southwest,LAX,Los Angeles,ORD,Chicago,13:12,20:55,456,0,Economy,815.53,220,146
FLT1001-20251215-0,2025-12-15,Southwest,LAX,Los Angeles,ORD,Chicago,12:03,19:48,456,0,Economy,819.04,180,125
FLT1001-20251215-1,2025-12-15,Southwest,LAX,Los Angeles,ORD,Chicago,16:20,23:16,456,0,Economy,858.85,250,4
FLT1001-20251215-2,2025-12-15,Southwest,LAX,Los Angeles,ORD,Chicago,12:41,19:23,456,0,Economy,956.9,250,33
FLT1001-20251215-3,2025-12-15,Southwest,LAX,Los Angeles,ORD,Chicago,21:32,04:10,456,0,Economy,924.72,250,51
FLT1001-20251215-4,2025-12-15,Southwest,LAX,Los Angeles,ORD,Chicago,17:22,00:07,456,0,Economy,747.44,250,144
FLT1001-20251216-0,2025-12-16,Southwest,LAX,Los Angeles,ORD,Chicago,11:53,18:40,456,0,Economy,869.38,150,87
FLT1001-20251216-1,2025-12-16,Southwest,LAX,Los Angeles,ORD,Chicago,17:28,00:02,456,0,Economy,912.65,250,41
FLT1001-20251217-0,2025-12-17,Southwest,LAX,Los Angeles,ORD,Chicago,09:43,16:45,456,0,Economy,867.76,220,77
FLT1001-20251217-1,2025-12-17,Southwest,LAX,Los Angeles,ORD,Chicago,17:24,00:51,456,0,Economy,958.34,220,101
FLT1001-20251217-2,2025-12-17,Southwest,LAX,Los Angeles,ORD,Chicago,16:04,23:19,456,0,Economy,977.42,220,90
FLT1001-20251218-0,2025-12-18,Southwest,LAX,Los Angeles,ORD,Chicago,15:58,22:00,456,0,Economy,799.79,180,101
FLT1001-20251218-1,2025-12-18,Southwest,LAX,Los Angeles,ORD,Chicago,16:46,23:40,456,0,Economy,721.92,250,177
FLT1001-20251219-0,2025-12-19,Southwest,LAX,Los Angeles,ORD,Chicago,12:40,19:17,456,0,Economy,764.98,180,41
FLT1001-20251219-1,2025-12-19,Southwest,LAX,Los Angeles,ORD,Chicago,16:52,23:47,456,0,Economy,998.54,250,1
FLT1001-20251220-0,2025-12-20,Southwest,LAX,Los Angeles,ORD,Chicago,19:12,02:14,456,0,Economy,732.97,150,115
FLT1001-20251220-1,2025-12-20,Southwest,LAX,Los Angeles,ORD,Chicago,13:22,20:21,456,0,Economy,962.97,220,139
FLT1001-20251220-2,2025-12-20,Southwest,LAX,Los Angeles,ORD,Chicago,15:09,22:08,456,0,Economy,639.87,220,126
FLT1001-20251220-3,2025-12-20,Southwest,LAX,Los Angeles,ORD,Chicago,09:49,16:35,456,0,Economy,784.73,150,62
FLT1001-20251221-0,2025-12-21,Southwest,LAX,Los Angeles,ORD,Chicago,20:07,03:07,456,0,Economy,975.6,180,6
FLT1001-20251221-1,2025-12-21,Southwest,LAX,Los Angeles,ORD,Chicago,15:37,22:08,456,0,Economy,678.92,220,126
FLT1001-20251221-2,2025-12-21,Southwest,LAX,Los Angeles,ORD,Chicago,11:30,18:30,456,0,Economy,933.26,150,6
FLT1001-20251221-3,2025-12-21,Southwest,LAX,Los Angeles,ORD,Chicago,20:28,03:15,456,0,Economy,942.2,150,88
FLT1001-20251221-4,2025-12-21,Southwest,LAX,Los Angeles,ORD,Chicago,21:02,04:51,456,0,Economy,829.25,220,113
FLT1001-20251222-0,2025-12-22,Southwest,LAX,Los Angeles,ORD,Chicago,21:09,04:39,456,0,Economy,628.18,220,102
FLT1001-20251222-1,2025-12-22,Southwest,LAX,Los Angeles,ORD,Chicago,21:37,04:50,456,0,Economy,690.79,250,150
FLT1001-20251222-2,2025-12-22,Southwest,LAX,Los Angeles,ORD,Chicago,17:01,00:14,456,0,Economy,645.39,150,88
FLT1001-20251222-3,2025-12-22,Southwest,LAX,Los Angeles,ORD,Chicago,19:33,02:59,456,0,Economy,609.99,180,127
FLT1001-20251222-4,2025-12-22,Southwest,LAX,Los Angeles,ORD,Chicago,06:39,13:55,456,0,Economy,703.11,220,39
FLT1001-20251223-0,2025-12-23,Southwest,LAX,Los Angeles,ORD,Chicago,20:13,03:58,456,0,Economy,974.81,250,101
FLT1001-20251223-1,2025-12-23,Southwest,LAX,Los Angeles,ORD,Chicago,12:00,19:37,456,0,Economy,767.22,180,50
FLT1001-20251224-0,2025-12-24,Southwest,LAX,Los Angeles,ORD,Chicago,17:40,00:46,456,0,Economy,863.38,180,124
FLT1001-20251224-1,2025-12-24,Southwest,LAX,Los Angeles,ORD,Chicago,20:59,03:01,456,0,Economy,873.21,180,108
FLT1001-20251224-2,2025-12-24,Southwest,LAX,Los Angeles,ORD,Chicago,10:38,17:06,456,0,Economy,788.7,220,61
FLT1001-20251224-3,2025-12-24,Southwest,LAX,Los Angeles,ORD,Chicago,17:08,00:28,456,0,Economy,689.33,180,127
FLT1001-20251225-0,2025-12-25,Southwest,LAX,Los Angeles,ORD,Chicago,11:25,18:33,456,0,Economy,736.27,220,70
FLT1001-20251225-1,2025-12-25,Southwest,LAX,Los Angeles,ORD,Chicago,12:40,19:30,456,0,Economy,819.49,220,137
FLT1001-20251226-0,2025-12-26,Southwest,LAX,Los Angeles,ORD,Chicago,15:04,22:37,456,0,Economy,749.22,180,71
FLT1001-20251226-1,2025-12-26,Southwest,LAX,Los Angeles,ORD,Chicago,15:24,22:54,456,0,Economy,893.52,150,115
FLT1001-20251227-0,2025-12-27,Southwest,LAX,Los Angeles,ORD,Chicago,15:09,22:22,456,0,Economy,624.96,180,131
FLT1001-20251227-1,2025-12-27,Southwest,LAX,Los Angeles,ORD,Chicago,21:44,04:35,456,0,Economy,840.57,220,102
FLT1001-20251227-2,2025-12-27,Southwest,LAX,Los Angeles,ORD,Chicago,15:41,22:11,456,0,Economy,681.17,250,111
FLT1001-20251228-0,2025-12-28,Southwest,LAX,Los Angeles,ORD,Chicago,09:06,16:39,456,0,Economy,604.61,150,53
FLT1001-20251228-1,2025-12-28,Southwest,LAX,Los Angeles,ORD,Chicago,06:52,13:14,456,0,Economy,930.88,150,52
FLT1001-20251228-2,2025-12-28,Southwest,LAX,Los Angeles,ORD,Chicago,14:57,21:54,456,0,Economy,821.73,180,36
FLT1001-20251228-3,2025-12-28,Southwest,LAX,Los Angeles,ORD,Chicago,14:58,21:45,456,0,Economy,877.5,150,88
FLT1001-20251229-0,2025-12-29,Southwest,LAX,Los Angeles,ORD,Chicago,06:25,13:56,456,0,Economy,947.01,220,75
FLT1001-20251229-1,2025-12-29,Southwest,LAX,Los Angeles,ORD,Chicago,21:30,04:21,456,0,Economy,879.59,250,165
FLT1001-20251229-2,2025-12-29,Southwest,LAX,Los Angeles,ORD,Chicago,08:38,15:36,456,0,Economy,818.62,220,72
FLT1001-20251230-0,2025-12-30,Southwest,LAX,Los Angeles,ORD,Chicago,07:07,14:06,456,0,Economy,698.8,180,100
FLT1001-20251230-1,2025-12-30,Southwest,LAX,Los Angeles,ORD,Chicago,10:04,17:26,456,0,Economy,705.78,220,151
FLT1001-20251230-2,2025-12-30,Southwest,LAX,Los Angeles,ORD,Chicago,20:28,03:28,456,0,Economy,675.63,250,55
FLT1002-20251201-0,2025-12-01,Frontier,ORD,Chicago,MIA,Miami,09:59,13:51,249,0,Business,584.34,180,122
FLT1002-20251201-1,2025-12-01,Frontier,ORD,Chicago,MIA,Miami,17:54,21:18,249,0,Business,451.18,150,105
FLT1002-20251201-2,2025-12-01,Frontier,ORD,Chicago,MIA,Miami,15:38,19:48,249,0,Business,650.85,180,78
FLT1002-20251201-3,2025-12-01,Frontier,ORD,Chicago,MIA,Miami,09:02,13:41,249,0,Business,691.76,220,117
FLT1002-20251201-4,2025-12-01,Frontier,ORD,Chicago,MIA,Miami,19:30,23:13,249,0,Business,548.56,180,114
